,NodeID,Repository,About_Topics,OwnerName,OwnerType,StarsNorm,ForkNorm,WatcherNorm
2127,2128,tiny-dnn,"header only, dependency-free deep learning framework in C++14 || c-plus-plus,deep-learning,machine-learning,neural-network",tiny-dnn,Organization,0.660706753524422,0.590601303674222,0.749662833975241
2128,2129,AirBar,"iOS library - UIScrollView driven expandable menu.  || ios,uiscrollview,swift",up tech,Organization,0.336932215716798,0.381155935778425,0.341064511460443
2135,2136,vim-airline,"lean & mean status/tabline for vim that's light as air || vim-airline,statusline,tabline,vim,vim-plugin",vim-airline,Organization,0.983812358740077,0.538281468555425,0.609191998507627
2139,2140,ml4a.github.io,machine learning for artists || ,Machine Learning for Artists,Organization,0.355690582324179,0.399053182955928,0.412407114782545
2143,2144,mlpack,"mlpack: a scalable C++ machine learning library --  || machine-learning-library,c-plus-plus,deep-learning,nearest-neighbor-search,regression,machine-learning",mlpack,Organization,0.548296557590033,0.590283243292076,0.556396857813401
2144,2145,DALEX,"moDel Agnostic Language for Exploration and eXplanation || machine-learning,interpretability,data-science,xai,iml,model-visualization,dalex,explanations,explainable-ai,explainable-artificial-intelligence,predictive-modeling,black-box,explainable-ml,interpretable-machine-learning,explanatory-model-analysis,responsible-ai,responsible-ml,fairness",Ml2 DataLab,Organization,0.352311219560134,0.391174915686588,0.35448495996286
2146,2147,ngraph,"nGraph has moved to OpenVINO || ngraph,tensorflow,mxnet,deep-learning,compiler,performance,onnx,paddlepaddle,neural-network,deep-neural-networks,pytorch,caffe2",Intel,Organization,0.384649399031991,0.409356265835824,0.473620066652915
2147,2148,ncnn,"ncnn is a high-performance neural network inference framework optimized for the mobile platform || inference,high-preformance,simd,arm-neon,deep-learning,artificial-intelligence,android,ios,ncnn,vulkan,neural-network,caffe,mxnet,pytorch,onnx,darknet,tensorflow,mlir,keras",Tencent,Organization,0.939030838082629,0.806922311417149,0.907228999829394
2149,2150,learning-nlp,"nlp in action || python,machine-learning",nlpinaction,Organization,0.353739545641896,0.496876628717464,0.359411341200661
2152,2153,Research,"novel deep learning research works with PaddlePaddle || deep-learning,computer-vision,nlp,knowledge-graph,spatial-temporal,data-mining",PaddlePaddle,Organization,0.349978453505222,0.455992151196806,0.353257120898295
2153,2154,oneDNN,"oneAPI Deep Neural Network Library (oneDNN) || onednn,oneapi,deep-learning,deep-neural-networks,performance,cpp,dpcpp,opencl,openmp,tbb,x86-64,x64,aarch64,sse41,avx2,avx512,amx,xe-architecture,library,bfloat16",Intel,Organization,0.457732122194522,0.4755071255355,0.55117595433072
2154,2155,antialiased-cnns,"pip install antialiased-cnns to improve stability and accuracy || convolutional-neural-networks,icml-2019,icml,shift-invariant,shift-equivariant,antialiasing,cnns,artificial-intelligence,computer-vision",adobe,Organization,0.388394127947275,0.401424864755197,0.350806030958278
2162,2163,arXivTimes,"repository to research & share the machine learning articles || machine-learning,natural-language-processing,computer-vision,reinforcement-learning,arxivtimes",arXivTimes,Organization,0.534083022613488,0.406814010756512,0.972247626429296
2163,2164,scikit-learn,"scikit-learn: machine learning in Python || machine-learning,python,statistics,data-science,data-analysis",scikit-learn,Organization,0.999999999999975,1.0,0.999999999998175
2165,2166,simpleai,simple artificial intelligence utilities || ,simpleai-team,Organization,0.356081245688393,0.409197261973657,0.442191205770946
2169,2170,Dragonfire,"the open-source virtual assistant for Ubuntu based Linux distributions || linux,ubuntu,spacy,chatbot,kaldi,speech-recognition,speech-to-text,text-to-speech,nlp,machine-learning,artificial-intelligence,virtual-assistant,personal-assistant",DragonComputer,Organization,0.372488707840856,0.401424864755197,0.414979668445986
2179,2180,cml,"♾️ CML - Continuous Machine Learning | CI/CD for ML || machine-learning,data-science,cicd,ci-cd,github-actions,gitlab-ci,developer-tools,dvc",Iterative,Organization,0.463003877672504,0.398105547372449,0.356945168759366
2180,2181,Ciphey,"⚡ Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes ⚡ || decryption,natural-language-processing,cryptography,cipher,artificial-intelligence,ctf-tools,ctf,cpp,python,hacking,pentesting,deep-neural-network,hashes,cyberchef-magic,encryptions,encodings,hacktoberfest",Ciphey,Organization,0.76262308785707,0.438033800127671,0.519695700935075
2182,2183,cdQA,"⛔ [NOT MAINTAINED] An End-To-End Closed Domain Question Answering System. || reading-comprehension,question-answering,deep-learning,natural-language-processing,information-retrieval,bert,artificial-intelligence,nlp,pytorch,transformers",cdqa-suite,Organization,0.332096922708306,0.39889520220597,0.348361134743344
2183,2184,nlp_paper_summaries,"✍️ A carefully curated list of NLP paper summaries || nlp,deep-learning,machine-learning",dair-ai,Organization,0.384983318343574,0.406337771326208,0.42401165116642
2185,2186,neuralcoref,"✨Fast Coreference Resolution in spaCy with Neural Networks || python,machine-learning,coreference,spacy,coreference-resolution,spacy-extension,spacy-pipeline,nlp,neural-networks,pytorch",Hugging Face,Organization,0.45080706283054,0.437711280463933,0.403433465450369
2188,2189,d2l-zh,"《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被全球175所大学采用教学。 || deep-learning,book,notebook,natural-language-processing,computer-vision,machine-learning,python,chinese",Dive into Deep Learning,Organization,0.999910136290706,0.98229302579642,0.992450255542713
2190,2191,pumpkin-book,"《机器学习》（西瓜书）公式推导解析，在线阅读地址：https://datawhalechina.github.io/pumpkin-book || machine-learning,pumpkin-book",Datawhale,Organization,0.994137648256985,0.90637632740218,0.928205832213264
2192,2193,key-book,"《机器学习理论导引》（宝箱书）的证明、案例、概念补充与参考文献讲解。在线阅读地址：https://datawhalechina.github.io/key-book/ || machine-learning,deep-learning,key-book",Datawhale,Organization,0.347264037443529,0.391017793118071,0.34349028547767
2193,2194,MTBook,"《机器翻译：基础与模型》肖桐 朱靖波 著 - Machine Translation: Foundations and Models || machine-translation,deep-learning,natural-language-processing,neural-machine-translation,statistical-machine-translation,machine-learning,tex",Niutrans Research,Organization,0.436453193277502,0.49573397468816,0.53546357986992
2196,2197,nndl.github.io,《神经网络与深度学习》 邱锡鹏著 Neural Network and Deep Learning  || ,nndl,Organization,0.977181397701355,0.841445362020899,0.97675105058207
2199,2200,deep-learning-from-scratch,"『ゼロから作る Deep Learning』(O'Reilly Japan, 2016) || ",O'Reilly Japan,Organization,0.478019181522456,0.749806823889753,0.590055132174632
2207,2208,awesome-quant,"中国的Quant相关资源索引 || quant,python,machine-learning,statistics,r,cpp,trading,finance,china",thuquant,Organization,0.454475615420582,0.478114600751316,0.664871200471192
2209,2210,photo2cartoon,"人像卡通化探索项目 (photo-to-cartoon translation project) || cartoon,deep-learning,computer-vision,gan,avatar-generator",Minivision,Organization,0.458217382113874,0.447403919658294,0.390702777075251
2213,2214,Girls-In-AI,"免费学代码系列：小白python入门、数据分析data analyst、机器学习machine learning、深度学习deep learning、kaggle实战 || machine-learning,deep-learning,girl,python3,kaggle,jupyter-notebook",girls-in-ai,Organization,0.441137548074062,0.434810490715724,0.531525855450459
2224,2225,GameAISDK,基于图像的游戏AI自动化框架 || ,Tencent,Organization,0.34417142057774,0.399843334262491,0.349582802948725
2234,2235,competition-baseline,"数据科学竞赛知识、代码、思路 || kaggle,data-competition,data-science,deep-learning",Datawhale,Organization,0.438381004686441,0.477951604938673,0.402155538034983
2237,2238,Paper-with-Code-of-Wireless-communication-Based-on-DL,"无线与深度学习结合的论文代码整理/Paper-with-Code-of-Wireless-communication-Based-on-DL || wireless-communication,deep-learning,channel-estimation,mimo,machine-learning,power-control,communication-systems,mimo-systems",Shanghai University,Organization,0.347715900954947,0.431913205773565,0.612989439002398
2249,2250,awesome-machine-learning-cn,机器学习资源大全中文版，包括机器学习领域的框架、库以及软件 || ,Bole Online,Organization,0.541300379247705,0.56482438708185,0.766159637720082
2250,2251,leeml-notes,"李宏毅《机器学习》笔记，在线阅读地址：https://datawhalechina.github.io/leeml-notes || machine-learning,leeml-notes",Datawhale,Organization,0.705712560473876,0.684505369607454,0.629316053338415
2265,2266,aiss-spider,爱丝APP图片爬虫，以及免支付破解VIP看图 || ,x-spiders,Organization,0.349008130183572,0.419402518397671,0.373077681850533
2267,2268,java-sdk,"百度AI开放平台 Java SDK || baidu,ai,java,sdk,sdk-java,jar,java-sdk,maven",Baidu,Organization,0.330575730240694,0.404909886863198,0.378088185069213
2268,2269,weekly.manong.io,"码农周刊 - 史上最全的编程学习资料合集（持续更新） || programming-languages,programming,architecture,programming-tools,artificial-intelligence,weekly,awesome-lists",toutiaoio,Organization,0.414062527557861,0.407608049122259,0.476249311521017
2269,2270,MLVBSDK,移动直播 SDK，国内下载镜像： || ,Tencent,Organization,0.344428744450029,0.514014264642433,0.39832807816875
2281,2282,MLN,"高性能、小巧、易上手的移动跨平台开发框架. A framework for building Mobile cross-platform apps with Lua || android,lua,ios,cross-platform,crossplatform,mobile,script,javascript,nativescript,playground,mln,weex,react-native,flutter",momotech,Organization,0.390136308354349,0.398579290415201,0.361883383941549
2284,2285,river,"🌊 Online machine learning in Python || incremental-learning,machine-learning,python,online-learning,online-statistics,data-science,streaming,online-machine-learning,streaming-data,concept-drift",online-ml,Organization,0.406792483375611,0.406814010756512,0.380601207277307
2285,2286,hmtl,"🌊HMTL: Hierarchical Multi-Task Learning - A State-of-the-Art neural network model for several NLP tasks based on PyTorch and AllenNLP || natural-language-processing,multi-task-learning,nlp,pytorch",Hugging Face,Organization,0.369583171479502,0.393376485635,0.379344058918874
